INN,employees,expenses,okved_main_code,okved_main_name,org_name,place_info,revenue,revenue_date,short_name
7819311178,6,13211000,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТ-СТРОЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",18057000,31.12.2018,"ООО ""ПРОЕКТ-СТРОЙ"""
4720006388,169,493615000,28.22.42,Производство прочих подъемных кранов,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ ФИРМА ""АСК""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",502514000,31.12.2018,"ООО ПФ ""АСК"""
7819300722,9,20957000,56.1,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСТАНТИНОВСКИЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",39624000,31.12.2018,"ООО ""КОНСТАНТИНОВСКИЙ"""
7843301396,1,,23.70.1,"Резка, обработка и отделка камня для использования в строительстве в качестве дорожного покрытия","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРИНА""",САНКТ-ПЕТЕРБУРГ ГОРОД,,,"ООО ""АРИНА"""
7805446129,166,814861000,72.19,Научные исследования и разработки в области естественных и технических наук прочие,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАКУРС-ИНЖИНИРИНГ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",878136000,31.12.2018,"ООО ""РАКУРС-ИНЖИНИРИНГ"""
7807300453,3,976000,71.12.41,Деятельность топографо-геодезическая,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ГЕОДЕЗИЯ-СЕРВИС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",832000,31.12.2018,"ООО ""ГЕОДЕЗИЯ-СЕРВИС"""
7811312067,12,50684000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЕ ТЕХНОЛОГИИ +""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",50830000,31.12.2018,"ООО ""НОВЫЕ ТЕХНОЛОГИИ +"""
7819023885,3,7196000,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИЯ СПБ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",7720000,31.12.2018,"ООО ""ИМПЕРИЯ СПБ"""
7810017132,42,37830000,49.3,Деятельность прочего сухопутного пассажирского транспорта,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ОНИКС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",38034000,31.12.2018,"ООО ""ОНИКС"""
7807047722,12,30264000,93.11,Деятельность спортивных объектов,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИЛЛЕНИУМ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",33309000,31.12.2018,"ООО ""МИЛЛЕНИУМ"""
7810108510,21,57298000,72.19,Научные исследования и разработки в области естественных и технических наук прочие,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БИЗНЕС КОМПЬЮТЕР ЦЕНТР САНКТ-ПЕТЕРБУРГ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",42866000,31.12.2018,"ЗАО ""БИЗНЕС КОМПЬЮТЕР ЦЕНТР САНКТ-ПЕТЕРБУРГ"""
3528163545,1,30000,69.10,Деятельность в области права,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАВОВОЙ ПАРИТЕТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",600000,31.12.2018,"ООО ""ПРАВОВОЙ ПАРИТЕТ"""
7819316680,3,164878000,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТР ИНЖИНИРИНГ""",,170577000,31.12.2018,
7825705082,16,2411104000,,,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БУМСЕРВИС""",,2498107000,31.12.2018,
7819017063,1,278000,23.61,Производство изделий из бетона для использования в строительстве,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУСТРОЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",287000,31.12.2018,"ООО ""НАУСТРОЙ"""
7838431174,1,2592000,47.1,Торговля розничная в неспециализированных магазинах,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛИТА-Ф""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",160000,31.12.2018,"ООО ""ЭЛИТА-Ф"""
7842532344,10,13767000,86.10,Деятельность больничных организаций,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИНИКА ТРАДИЦИОННОЙ ВОСТОЧНОЙ МЕДИЦИНЫ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",19527000,31.12.2018,"ООО ""КЛИНИКА ТРАДИЦИОННОЙ ВОСТОЧНОЙ МЕДИЦИНЫ"""
7806325374,1,6732000,46.90,Торговля оптовая неспециализированная,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМКОМПЛЕКТАЦИЯ-СТРОЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",6778000,31.12.2018,"ООО ""ПРОМКОМПЛЕКТАЦИЯ-СТРОЙ"""
7840025363,1,0,43.29,Производство прочих строительно-монтажных работ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТСНАБ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""ЭКСПЕРТСНАБ"""
7805354573,2,1595000,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМК-НЕВА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",2512000,31.12.2018,"ООО ""АМК-НЕВА"""
7839417045,1,44733000,33.12,Ремонт машин и оборудования,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИСКОЛЛ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",45152000,31.12.2018,"ООО ""ДИСКОЛЛ"""
7816432880,1,66000,71.12.4,Деятельность геодезическая и картографическая,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУМБ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",121000,31.12.2018,"ООО ""РУМБ"""
7807042435,44,103637000,22.19.2,"Производство резиновых смесей и изделий из них; производство вулканизированной резины в виде нити, корда, пластин, листов, полос, прутков и профилей","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕХНОКОМ АВИА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",124794000,31.12.2018,"АО ""ТЕХНОКОМ АВИА"""
7804474211,0,0,21.20.1,Производство лекарственных препаратов,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕТФАРМНЕВА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""ВЕТФАРМНЕВА"""
7805382901,0,0,41.20,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ПЕТРОСТРОЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""ПЕТРОСТРОЙ"""
7838481834,1,16000,68.32,Управление недвижимым имуществом за вознаграждение или на договорной основе,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТРЕКС НЕДВИЖИМОСТЬ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""АТРЕКС НЕДВИЖИМОСТЬ"""
7804375725,12,70603000,46.15.3,Деятельность агентов по оптовой торговле электротоварами и бытовыми электроустановочными изделиями,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМИКС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",94043000,31.12.2018,"ООО ""ИМИКС"""
7819304117,2,5703000,47.29.39,"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАНК""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",6595000,31.12.2018,"ООО ""ВАНК"""
7819313810,0,0,86,Деятельность в области здравоохранения,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИНИКА ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ И МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ ""СТРЕЛЬНА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""КЛИНИКА ""СТРЕЛЬНА"""
7805531342,1,5390000,41.20,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ КОНСТРУКЦИИ И МАТЕРИАЛЫ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",5474000,31.12.2018,"ООО ""СКМ"""
7819314669,5,15372000,93.11,Деятельность спортивных объектов,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННАЯ ФИРМА ""АСК-С""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",15511000,31.12.2018,"ООО ""ПФ ""АСК-С"""
7807076184,1,22,47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯМБУРГ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",17,31.12.2018,"ООО ""ЯМБУРГ"""
7804074799,2,0,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНСТР""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",12791000,31.12.2018,"ООО ""МОНСТР"""
7819019991,6,6008000,86.23,Стоматологическая практика,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМБАТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",8540000,31.12.2018,"ООО ""КОМБАТ"""
7826075242,1,0,71.11,Деятельность в области архитектуры,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТИС-ТУР""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""КОНТИС-ТУР"""
7802767149,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОКС ПЛЮС""",,,,
7810280126,1,0,41.20,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАРТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""СТАРТ"""
7813560403,1,302000,46.69,Торговля оптовая прочими машинами и оборудованием,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВЭЛ РУС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",302000,31.12.2018,"ООО ""НЕВЭЛ РУС"""
7805502863,2,35975000,46.7,Торговля оптовая специализированная прочая,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМТЕХСНАБ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",39380000,31.12.2018,"ООО ""П.Т.С."""
7819019021,3,103856000,46.69.3,Торговля оптовая подъемно-транспортными машинами и оборудованием,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""АСК""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",105526000,31.12.2018,"ООО ПКФ ""АСК"""
4725482101,1,4000,93.1,Деятельность в области спорта,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОЛЬФ ДЕВЕЛОПМЕНТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""ГОЛЬФ ДЕВЕЛОПМЕНТ"""
7819315486,5,10189000,10.86,Производство детского питания и диетических пищевых продуктов,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗДОРОВОЕ ПИТАНИЕ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",10830000,31.12.2018,"ООО ""ЗДОРОВОЕ ПИТАНИЕ"""
7805482208,7,5759000,43.2,"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖИЛЫМ И НЕЖИЛЫМ ФОНДОМ ""УЮТ-КОНТРАКТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",8047000,31.12.2018,"ООО ""УК ""УЮТ-КОНТРАКТ"""
7810805849,22,0,28.93,"Производство машин и оборудования для производства пищевых продуктов, напитков и табачных изделий","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАМАШ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""МЕГАМАШ"""
7806438297,3,2541000,43.11,Разборка и снос зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛСТРОЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",2604000,31.12.2018,"ООО ""КАПИТАЛСТРОЙ"""
7811548506,1,0,41.20,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ ""СВОЙ ДОМ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""СЭП ""СВОЙ ДОМ"""
7819025177,3,1305000,45.2,Техническое обслуживание и ремонт автотранспортных средств,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАНЦИЯ ТЕХНИЧЕСКОГО ОБСЛУЖИВАНИЯ ""АСК-СЕРВИС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",1428000,31.12.2018,"ООО ""СТО ""АСК-СЕРВИС"""
7810370771,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТЕОР""",,,,
7805677327,1,1285000,46.49,Торговля оптовая прочими бытовыми товарами,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПАЛИТРА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",908000,31.12.2018,"ООО ""ТСК ""ПАЛИТРА"""
7819011978,11,4868000,68.20.1,Аренда и управление собственным или арендованным жилым недвижимым имуществом,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОТРАНСПОРТНОЕ ЭКСПЕДИЦИОННОЕ ПРЕДПРИЯТИЕ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",5059000,31.12.2018,"АО ""АТЭП"""
7826101823,2,221000,46.43.1,Торговля оптовая электрической бытовой техникой,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАМАРИН""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",22000,31.12.2018,"ООО ""АКВАМАРИН"""
7805621638,1,3897000,69.20,"Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТРАКТ ПЛЮС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",3984000,31.12.2018,"ООО ""КОНТРАКТ ПЛЮС"""
7819013020,,,52.21.24,Деятельность стоянок для транспортных средств,"ГАРАЖНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""СТРЕЛЬНА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",,,"ГСК ""СТРЕЛЬНА"""
7814501425,1,,77.39,"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",,,"ООО ""СКТ"""
7819030321,1,23000,96.02,Предоставление услуг парикмахерскими и салонами красоты,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ""КОНСТАНТИНОВСКИЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""МЦ ""КОНСТАНТИНОВСКИЙ"""
7816455171,0,0,46.12.22,Деятельность агентов по оптовой торговле металлами в первичных формах,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-СНАБЖЕНИЕ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""СК-С"""
7810428485,1,0,46.49,Торговля оптовая прочими бытовыми товарами,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАНТАНА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""ЛАНТАНА"""
7804317924,1,2734000,72.19,Научные исследования и разработки в области естественных и технических наук прочие,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАНТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""ФАНТ"""
7819015348,1,246000,,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СНЕЙК ИНК. (ГАНДВИК)""",,452000,31.12.2018,
7819022200,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛВИЗ""",,,,
7802656470,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМАДА""",,,,
7817332856,1,0,47.59,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИРАЖ СПБ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",0,31.12.2018,"ООО ""МИРАЖ СПБ"""
7810628614,1,104000,41.20,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АС МОНТАЖ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ПОСЕЛОК СТРЕЛЬНА",13000,31.12.2018,"ООО ""АС МОНТАЖ"""
7705365638,1,26000,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДПРОФИТ""",,0,31.12.2018,
